id,web_name,first_name,second_name,element_type,team,now_cost,form,total_points,minutes,goals_scored,assists,clean_sheets,saves,selected_by_percent,influence,creativity,threat,position,cost
500,Osula,William,Osula,4,15,55,0.0,19,124,1,0,0,0,0.2,42.4,25.1,37.0,FWD,5.5
501,Neave,Sean,Neave,4,15,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,FWD,4.5
674,Ramsdale,Aaron,Ramsdale,1,15,50,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,GK,5.0
502,Sels,Matz,Sels,1,16,50,0.0,150,3420,0,1,13,120,18.0,942.2,20.2,0.0,GK,5.0
503,C.Miguel,Carlos Miguel,dos Santos Pereira,1,16,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,GK,4.0
504,Turner,Matt,Turner,1,16,40,0.0,0,0,0,0,0,0,1.4,0.0,0.0,0.0,GK,4.0
505,Milenković,Nikola,Milenković,2,16,55,0.0,145,3330,5,2,13,0,8.9,805.2,107.9,361.0,DEF,5.5
506,Murillo,Murillo,Costa dos Santos,2,16,55,0.0,130,3188,2,0,12,0,4.8,927.2,211.2,201.0,DEF,5.5
507,Aina,Ola,Aina,2,16,50,0.0,128,2996,2,1,12,0,17.6,578.2,282.3,80.0,DEF,5.0
508,N.Williams,Neco,Williams,2,16,50,0.0,109,2588,1,3,10,0,4.1,628.4,305.3,244.0,DEF,5.0
509,David Carmo,David,Mota Veiga Teixeira do Carmo,2,16,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
510,Jair Cunha,Jair,Paula da Cunha Filho,2,16,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
511,Morato,Felipe,Rodrigues da Silva,2,16,45,0.0,36,891,0,0,3,0,0.1,205.2,10.8,22.0,DEF,4.5
512,O.Richards,Omar,Richards,2,16,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
513,Abbott,Zach,Abbott,2,16,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
514,Boly,Willy,Boly,2,16,40,0.0,6,146,0,0,0,0,0.6,51.0,0.4,17.0,DEF,4.0
515,Gibbs-White,Morgan,Gibbs-White,3,16,75,0.0,154,2806,7,11,13,0,4.7,680.4,793.7,632.0,MID,7.5
516,Hudson-Odoi,Callum,Hudson-Odoi,3,16,60,0.0,103,2190,5,3,11,0,1.8,445.6,663.9,405.0,MID,6.0
517,Anderson,Elliot,Anderson,3,16,55,0.0,107,2726,2,6,13,0,4.2,638.8,605.2,308.0,MID,5.5
518,Jota,João Pedro,Ferreira da Silva,3,16,55,0.0,52,835,3,2,1,0,0.1,221.8,182.9,239.0,MID,5.5
519,Dominguez,Nicolás,Domínguez,3,16,50,0.0,54,1954,0,1,7,0,0.0,410.2,247.2,237.0,MID,5.0
520,O'Brien,Lewis,O'Brien,3,16,50,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,5.0
521,Sangaré,Ibrahim,Sangaré,3,16,50,0.0,20,584,0,1,2,0,0.1,130.6,80.3,21.0,MID,5.0
522,Yates,Ryan,Yates,3,16,50,0.0,67,1901,2,2,6,0,0.2,344.4,241.1,265.0,MID,5.0
523,Da Silva Moreira,Eric,da Silva Moreira,3,16,45,0.0,2,28,0,0,0,0,0.2,5.2,0.3,0.0,MID,4.5
524,Stamenic,Marko,Stamenić,3,16,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
525,Wood,Chris,Wood,4,16,75,0.0,200,2958,20,3,15,0,16.3,838.4,320.0,900.0,FWD,7.5
526,Igor Jesus,Igor Jesus,Maciel da Cruz,4,16,60,0.0,0,0,0,0,0,0,1.2,0.0,0.0,0.0,FWD,6.0
527,Awoniyi,Taiwo,Awoniyi,4,16,55,0.0,32,398,1,0,1,0,0.8,67.0,40.9,118.0,FWD,5.5
669,Ndoye,Dan,Ndoye,3,16,60,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,MID,6.0
675,Gunn,Angus,Gunn,1,16,40,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,4.0
252,Marc Guiu,Marc,Guiu Paz,4,17,45,0.0,3,71,0,0,0,0,6.3,4.4,11.8,6.0,FWD,4.5
528,Patterson,Anthony,Patterson,1,17,45,0.0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,GK,4.5
529,Moore,Simon,Moore,1,17,40,0.0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,GK,4.0
530,Nna Noukeu,Blondy,Nna Noukeu,1,17,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,GK,4.0
531,Ballard,Daniel,Ballard,2,17,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.5
532,Hume,Trai,Hume,2,17,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.5
533,Alese,Aji,Alese,2,17,40,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,4.0
534,Anderson,Joe,Anderson,2,17,40,0.0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,DEF,4.0
535,Cirkin,Dennis,Cirkin,2,17,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
536,Hjelde,Leo Fuhr,Hjelde,2,17,40,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,4.0
537,Huggins,Niall,Huggins,2,17,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
538,Johnson,Zak,Johnson,2,17,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
539,O'Nien,Luke,O'Nien,2,17,40,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,4.0
540,Pembele,Timothée,Pembélé,2,17,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
541,Reinildo,Reinildo,Mandava,2,17,40,0.0,0,0,0,0,0,0,8.1,0.0,0.0,0.0,DEF,4.0
542,Seelt,Jenson,Seelt,2,17,40,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,DEF,4.0
543,Adingra,Simon,Adingra,3,17,55,0.0,60,1081,2,3,2,0,2.8,212.4,261.9,337.0,MID,5.5
544,Diarra,Habib,Diarra,3,17,55,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.5
545,Roberts,Patrick,Roberts,3,17,55,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.5
546,Aleksić,Milan,Aleksić,3,17,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
547,E.Le Fée,Enzo,Le Fée,3,17,50,0.0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,MID,5.0
548,Mundle,Romaine,Mundle,3,17,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
549,Neil,Dan,Neil,3,17,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
550,Poveda,Ian,Poveda-Ocampo,3,17,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
551,Rigg,Chris,Rigg,3,17,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
552,Sadiki,Noah,Sadiki,3,17,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
553,Talbi,Chemsdine,Talbi,3,17,50,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,MID,5.0
554,Ba,Abdoullah,Ba,3,17,45,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,MID,4.5
555,Browne,Alan,Browne,3,17,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
556,Ekwah,Pierre,Ekwah Elimby,3,17,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
557,H.Jones,Harrison,Jones,3,17,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
558,Matete,Jay,Matete,3,17,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,MID,4.5
559,Triantis,Nectarios,Triantis,3,17,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
560,Isidor,Wilson,Isidor,4,17,55,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,FWD,5.5
561,Mayenda,Eliezer,Mayenda Dossou,4,17,55,0.0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,FWD,5.5
562,Abdullahi,Ahmed,Abdullahi,4,17,45,0.0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,FWD,4.5
563,Luís Hemir,Luís Hemir,Silva Semedo,4,17,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,FWD,4.5
564,Rusyn,Nazarii,Rusyn,4,17,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,FWD,4.5
668,Xhaka,Granit,Xhaka,3,17,50,0.0,0,0,0,0,0,0,2.2,0.0,0.0,0.0,MID,5.0
670,Roefs,Robin,Roefs,1,17,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,GK,4.5
565,Vicario,Guglielmo,Vicario,1,18,50,0.0,66,2160,0,0,4,68,3.5,587.8,0.0,0.0,GK,5.0
566,Austin,Brandon,Austin,1,18,40,0.0,1,90,0,0,0,2,0.3,20.0,0.0,0.0,GK,4.0
567,Kinsky,Antonín,Kinský,1,18,40,0.0,17,540,0,0,1,24,4.8,208.2,10.1,0.0,GK,4.0
568,Pedro Porro,Pedro,Porro Sauceda,2,18,55,0.0,98,2606,2,6,6,0,11.2,778.4,932.9,200.0,DEF,5.5
569,Romero,Cristian,Romero,2,18,50,0.0,49,1416,1,1,3,0,1.8,343.2,113.1,232.0,DEF,5.0
570,Danso,Kevin,Danso,2,18,45,0.0,16,842,0,0,1,0,0.1,242.0,34.4,72.0,DEF,4.5
571,Davies,Ben,Davies,2,18,45,0.0,28,1329,0,0,3,0,0.1,343.6,42.1,49.0,DEF,4.5
572,Dragusin,Radu,Drăgușin,2,18,45,0.0,24,1250,0,0,2,0,0.0,256.4,58.1,47.0,DEF,4.5
573,Spence,Djed,Spence,2,18,45,0.0,51,1790,1,2,3,0,0.6,433.0,226.6,100.0,DEF,4.5
574,Udogie,Destiny,Udogie,2,18,45,0.0,43,1923,0,1,2,0,7.6,354.8,256.5,132.0,DEF,4.5
575,Van de Ven,Micky,van de Ven,2,18,45,0.0,32,1014,0,2,2,0,18.2,212.0,39.4,57.0,DEF,4.5
576,Phillips,Ashley,Phillips,2,18,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
577,Takai,Takai,Kōta,2,18,40,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,DEF,4.0
578,Vuskovic,Luka,Vušković,2,18,40,0.0,0,0,0,0,0,0,2.1,0.0,0.0,0.0,DEF,4.0
579,Son,Son,Heung-min,3,18,85,0.0,129,2106,7,10,4,0,2.1,629.6,734.9,707.0,MID,8.5
580,Johnson,Brennan,Johnson,3,18,70,0.0,137,2171,11,6,2,0,3.6,559.6,295.0,761.0,MID,7.0
581,Maddison,James,Maddison,3,18,70,0.0,133,1799,9,8,6,0,2.6,683.4,702.3,495.0,MID,7.0
582,Kudus,Mohammed,Kudus,3,18,65,0.0,106,2589,5,4,7,0,25.6,471.6,552.5,752.0,MID,6.5
583,Kulusevski,Dejan,Kulusevski,3,18,65,0.0,117,2386,7,4,6,0,0.0,613.6,843.8,733.0,MID,6.5
584,Tel,Mathys,Tel,3,18,65,0.0,42,908,2,2,2,0,0.2,183.8,208.3,236.0,MID,6.5
585,Bentancur,Rodrigo,Bentancur,3,18,55,0.0,49,1640,2,0,3,0,0.1,324.6,208.5,165.0,MID,5.5
586,Bergvall,Lucas,Bergvall,3,18,55,0.0,44,1200,0,2,3,0,0.2,237.2,218.7,97.0,MID,5.5
587,Bissouma,Yves,Bissouma,3,18,55,0.0,50,1396,2,0,3,0,0.1,283.8,133.8,59.0,MID,5.5
588,Odobert,Wilson,Odobert,3,18,55,0.0,34,843,1,0,1,0,0.1,101.2,108.6,156.0,MID,5.5
589,Solomon,Manor,Solomon,3,18,55,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.5
590,Bryan,Bryan,Gil Salvatierra,3,18,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
591,Gray,Archie,Gray,3,18,50,0.0,45,1750,0,0,2,0,0.2,254.6,71.4,15.0,MID,5.0
592,Moore,Mikey,Moore,3,18,50,0.0,19,359,0,2,0,0,0.1,33.2,45.2,34.0,MID,5.0
593,P.M.Sarr,Pape Matar,Sarr,3,18,50,0.0,71,1901,3,2,2,0,1.9,398.4,257.2,220.0,MID,5.0
594,Min-hyeok,Yang,Min-hyeok,3,18,45,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,MID,4.5
595,Olusesi,Callum,Olusesi,3,18,45,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,MID,4.5
596,Solanke,Dominic,Solanke-Mitchell,4,18,75,0.0,108,2199,9,5,4,0,12.3,505.8,199.8,729.0,FWD,7.5
597,Richarlison,Richarlison,de Andrade,4,18,65,0.0,35,497,4,1,1,0,1.0,180.8,57.1,243.0,FWD,6.5
598,Lankshear,Will,Lankshear,4,18,45,0.0,3,10,0,0,0,0,0.4,0.0,0.0,0.0,FWD,4.5
599,Scarlett,Dane,Scarlett,4,18,45,0.0,6,31,0,1,0,0,0.9,24.4,11.0,17.0,FWD,4.5
673,J.Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,3,18,55,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,MID,5.5
600,Areola,Alphonse,Areola,1,19,45,0.0,69,2259,0,0,4,82,5.7,619.8,0.0,0.0,GK,4.5
601,Foderingham,Wes,Foderingham,1,19,40,0.0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,GK,4.0
602,Hegyi,Krisztián,Hegyi,1,19,40,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,GK,4.0
603,Diouf,El Hadji Malick,Diouf,2,19,45,0.0,0,0,0,0,0,0,3.4,0.0,0.0,0.0,DEF,4.5
604,Emerson,Emerson,Palmieri dos Santos,2,19,45,0.0,76,2108,2,1,5,0,0.2,420.4,310.9,173.0,DEF,4.5
605,Kilman,Maximilian,Kilman,2,19,45,0.0,82,3348,0,1,6,0,0.4,832.6,203.3,149.0,DEF,4.5
606,Mavropanos,Konstantinos,Mavropanos,2,19,45,0.0,45,2035,0,0,2,0,0.1,497.0,74.9,160.0,DEF,4.5
607,N.Aguerd,Nayef,Aguerd,2,19,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
608,Scarles,Ollie,Scarles,2,19,45,0.0,29,659,0,0,2,0,0.1,106.4,54.3,24.0,DEF,4.5
609,Todibo,Jean-Clair,Todibo,2,19,45,0.0,54,1824,0,0,5,0,0.1,373.0,37.1,35.0,DEF,4.5
610,Wan-Bissaka,Aaron,Wan-Bissaka,2,19,45,0.0,118,3154,2,6,6,0,31.4,807.4,531.5,188.0,DEF,4.5
611,Casey,Kaelan,Casey,2,19,40,0.0,1,1,0,0,0,0,0.8,2.0,0.0,0.0,DEF,4.0
612,L.Paquetá,Lucas,Tolentino Coelho de Lima,3,19,60,0.0,80,2374,4,1,4,0,1.0,433.2,627.7,267.0,MID,6.0
613,Souček,Tomáš,Souček,3,19,60,0.0,126,2563,9,2,7,0,0.9,672.6,231.8,643.0,MID,6.0
614,Ward-Prowse,James,Ward-Prowse,3,19,60,0.0,51,1433,1,2,5,0,0.4,282.4,378.3,138.0,MID,6.0
615,Summerville,Crysencio,Summerville,3,19,55,0.0,33,776,1,1,2,0,0.0,156.4,246.1,186.0,MID,5.5
616,Álvarez,Edson,Álvarez Velázquez,3,19,50,0.0,40,1769,0,1,3,0,0.2,281.8,213.9,51.0,MID,5.0
617,Cornet,Maxwel,Cornet,3,19,50,0.0,1,71,0,0,0,0,0.1,11.6,3.5,7.0,MID,5.0
618,G.Rodriguez,Guido,Rodríguez,3,19,50,0.0,36,1147,0,1,4,0,0.1,205.4,79.7,29.0,MID,5.0
619,L.Guilherme,Luis Guilherme,Lira dos Santos,3,19,50,0.0,12,139,0,0,0,0,0.1,27.6,49.1,32.0,MID,5.0
620,Earthy,George,Earthy,3,19,45,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,MID,4.5
621,Irving,Andy,Irving,3,19,45,0.0,9,161,0,0,0,0,0.3,37.6,26.5,17.0,MID,4.5
622,Orford,Lewis,Orford,3,19,45,0.0,2,47,0,0,0,0,0.2,6.4,27.6,6.0,MID,4.5
623,Potts,Freddie,Potts,3,19,45,0.0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,MID,4.5
624,Bowen,Jarrod,Bowen,4,19,80,0.0,193,2974,13,11,8,0,20.1,903.0,737.8,1081.0,FWD,8.0
625,Füllkrug,Niclas,Füllkrug,4,19,60,0.0,42,783,3,2,2,0,2.0,187.2,173.3,221.0,FWD,6.0
626,Marshall,Callum,Marshall,4,19,45,0.0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,FWD,4.5
659,Walker-Peters,Kyle,Walker-Peters,2,19,45,0.0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,DEF,4.5
671,Wilson,Callum,Wilson,4,19,60,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,FWD,6.0
627,Johnstone,Sam,Johnstone,1,20,45,0.0,12,630,0,0,0,23,0.2,193.8,10.0,0.0,GK,4.5
628,José Sá,José,Malheiro de Sá,1,20,45,0.0,93,2610,0,0,7,71,2.4,603.4,30.0,0.0,GK,4.5
629,Bentley,Daniel,Bentley,1,20,40,0.0,9,180,0,0,1,8,1.2,60.0,0.0,0.0,GK,4.0
630,King,Tom,King,1,20,40,0.0,1,1,0,0,0,0,2.7,0.0,0.0,0.0,GK,4.0
631,Agbadou,Emmanuel,Agbadou,2,20,45,0.0,45,1410,1,0,4,0,0.3,395.2,57.3,67.0,DEF,4.5
632,Doherty,Matt,Doherty,2,20,45,0.0,75,2105,2,1,6,0,0.2,502.2,179.9,135.0,DEF,4.5
633,H.Bueno,Hugo,Bueno López,2,20,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
634,Mosquera,Yerson,Mosquera Valdelamar,2,20,45,0.0,3,441,0,0,0,0,0.1,110.2,27.3,21.0,DEF,4.5
635,R.Gomes,Rodrigo,Martins Gomes,2,20,45,0.0,42,794,2,0,1,0,0.1,186.6,180.2,113.0,DEF,4.5
636,S.Bueno,Santiago,Ignacio Bueno,2,20,45,0.0,52,1678,0,0,5,0,0.1,345.4,15.8,80.0,DEF,4.5
637,Toti,Toti,Gomes,2,20,45,0.0,79,2613,0,1,8,0,0.2,617.2,144.2,102.0,DEF,4.5
638,Hoever,Ki-Jana,Hoever,2,20,40,0.0,0,0,0,0,0,0,2.7,0.0,0.0,0.0,DEF,4.0
639,Meupiyou,Bastien,Meupiyou Menadjou,2,20,40,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.0
640,Pedro Lima,Pedro,Cardoso de Lima,2,20,40,0.0,2,69,0,0,0,0,1.4,23.4,34.8,11.0,DEF,4.0
641,Pond,Alfie,Pond,2,20,40,0.0,1,1,0,0,0,0,2.1,0.0,0.0,0.0,DEF,4.0
642,Hee Chan,Hwang,Hee-chan,3,20,60,0.0,37,646,2,1,0,0,0.2,111.6,72.7,84.0,MID,6.0
643,André,André,Trindade da Costa Neto,3,20,55,0.0,61,2472,0,0,7,0,0.1,383.2,285.5,30.0,MID,5.5
644,Bellegarde,Jean-Ricner,Bellegarde,3,20,55,0.0,90,1666,2,7,6,0,0.1,355.6,422.8,200.0,MID,5.5
645,Fer López,Fer,López González,3,20,55,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.5
646,Gomes,João Victor,Gomes da Silva,3,20,55,0.0,87,2975,3,1,6,0,0.1,513.4,428.9,231.0,MID,5.5
647,Guedes,Gonçalo Manuel,Ganchinho Guedes,3,20,55,0.0,62,979,2,4,3,0,0.1,215.8,213.9,217.0,MID,5.5
648,Munetsi,Marshall,Munetsi,3,20,55,0.0,50,1077,2,2,5,0,0.1,176.8,132.9,212.0,MID,5.5
649,B.Traore,Boubacar,Traoré,3,20,50,0.0,1,1,0,0,0,0,0.0,4.0,0.0,0.0,MID,5.0
650,Chirewa,Tawanda,Chirewa,3,20,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,MID,4.5
651,Edozie,Tom,Edozie,3,20,45,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,MID,4.5
652,Gonzalez,Enso,González Medina,3,20,45,0.0,0,0,0,0,0,0,1.4,0.0,0.0,0.0,MID,4.5
653,Hodge,Joe,Hodge,3,20,45,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,MID,4.5
654,Strand Larsen,Jørgen,Strand Larsen,4,20,65,0.0,145,2587,14,4,7,0,5.9,646.8,303.4,848.0,FWD,6.5
655,Fábio Silva,Fábio,Soares Silva,4,20,50,0.0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,FWD,5.0
656,Kalajdžić,Saša,Kalajdžić,4,20,50,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,FWD,5.0
657,Chiwome,Leon,Chiwome,4,20,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,FWD,4.5
658,Fraser,Nathan,Fraser,4,20,45,0.0,0,0,0,0,0,0,2.6,0.0,0.0,0.0,FWD,4.5
663,J.Arias,Jhon,Arias,3,20,55,0.0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,MID,5.5
